Date,Trial,Context,Sequence,Response,Correct,RT
2020-09-22,44,Stripe,B,L,1,0.14
2020-09-22,45,Stripe,A,R,1,0.12
2020-09-22,46,Stripe,A,R,1,0.52
2020-09-22,47,Stripe,B,L,1,0.42
2020-09-22,48,Stripe,B,L,1,0.27
2020-09-22,49,Stripe,A,L,0,0.12
2020-09-22,50,Stripe,B,L,1,0.13
2020-09-22,51,Stripe,A,L,0,0.13
2020-09-22,52,Stripe,B,L,1,0.24
2020-09-22,53,Stripe,B,L,1,2.24
2020-09-22,54,Stripe,A,L,0,0.15
2020-09-22,55,Stripe,A,R,1,0.3
2020-09-22,56,Stripe,A,L,0,0.14
2020-09-22,57,Stripe,A,R,1,1.4
2020-09-22,58,Stripe,B,R,0,0.18
2020-09-22,59,Stripe,A,R,1,0.53
2020-09-22,60,Stripe,B,L,1,0.16
2020-09-22,61,Stripe,A,R,1,0.14
2020-09-22,62,Stripe,B,L,1,0.12
2020-09-22,63,Stripe,B,L,1,1.36
2020-09-22,64,Stripe,A,R,1,0.22
2020-09-22,65,Stripe,B,L,1,0.32
2020-09-22,66,Stripe,B,R,0,0.21
2020-09-22,67,Stripe,A,R,1,0.15
2020-09-22,68,Stripe,B,L,1,0.14
2020-09-22,69,Stripe,A,R,1,0.13
2020-09-22,70,Stripe,A,L,0,0.14
2020-09-22,71,Stripe,B,L,1,0.14
2020-09-22,72,Stripe,A,R,1,0.33
2020-09-22,73,Stripe,A,R,1,0.15
2020-09-22,74,Stripe,B,L,1,0.26
2020-09-22,75,Stripe,A,R,1,0.24
2020-09-22,76,Stripe,A,R,1,0.14
2020-09-22,77,Stripe,A,R,1,0.19
2020-09-22,78,Stripe,A,R,1,0.97
2020-09-22,79,Stripe,A,R,1,0.11
2020-09-22,80,Stripe,A,L,0,0.11
2020-09-23,1,Stripe,B,R,0,0.25
2020-09-23,2,Stripe,A,R,1,0.18
2020-09-23,3,Stripe,A,R,1,0.96
2020-09-23,4,Stripe,A,R,1,0.16
2020-09-23,5,Stripe,B,L,1,0.86
2020-09-23,6,Stripe,B,L,1,0.81
2020-09-23,7,Stripe,B,L,1,0.25
2020-09-23,8,Stripe,A,L,0,0.25
2020-09-23,9,Stripe,B,R,0,0.16
2020-09-23,10,Stripe,A,R,1,0.96
2020-09-23,11,Stripe,B,L,1,0.15
2020-09-23,12,Stripe,B,L,1,0.28
2020-09-23,13,Stripe,A,L,0,0.29
2020-09-23,14,Stripe,B,L,1,0.14
2020-09-23,15,Stripe,B,L,1,0.13
2020-09-23,16,Stripe,A,R,1,0.2
2020-09-23,17,Stripe,A,R,1,0.15
2020-09-23,18,Stripe,A,R,1,0.38
2020-09-23,19,Stripe,B,L,1,0.15
2020-09-23,20,Stripe,B,L,1,0.21
2020-09-23,21,Stripe,A,R,1,0.39
2020-09-23,22,Stripe,B,L,1,0.29
2020-09-23,23,Stripe,B,L,1,0.24
2020-09-23,24,Stripe,B,L,1,0.1
2020-09-23,25,Stripe,A,R,1,0.17
2020-09-23,26,Stripe,B,L,1,0.16
2020-09-23,27,Stripe,B,R,0,0.17
2020-09-23,28,Stripe,B,L,1,1.3
2020-09-23,29,Stripe,A,R,1,0.38
2020-09-23,30,Stripe,A,R,1,0.18
2020-09-23,31,Stripe,B,L,1,0.28
2020-09-23,32,Stripe,A,R,1,0.34
2020-09-23,33,Stripe,A,R,1,0.32
2020-09-23,34,Stripe,B,L,1,0.14
2020-09-23,35,Stripe,A,R,1,0.17
2020-09-23,36,Stripe,B,L,1,0.25
2020-09-23,37,Stripe,B,L,1,0.32
2020-09-23,38,Stripe,B,L,1,0.63
2020-09-23,39,Stripe,A,L,0,1.0
2020-09-23,40,Stripe,B,L,1,0.12
2020-09-23,41,Stripe,B,R,0,0.57
2020-09-23,42,Stripe,B,L,1,0.13
2020-09-23,43,Stripe,B,L,1,0.53
2020-09-23,44,Stripe,A,L,0,0.14
2020-09-23,45,Stripe,B,L,1,0.14
2020-09-23,46,Stripe,B,L,1,0.16
2020-09-23,47,Stripe,B,L,1,0.27
2020-09-23,48,Stripe,A,R,1,0.11
2020-09-23,49,Stripe,B,L,1,0.16
2020-09-23,50,Stripe,B,L,1,0.16
2020-09-23,51,Stripe,B,R,0,0.31
2020-09-23,52,Stripe,A,R,1,0.19
2020-09-23,53,Stripe,B,L,1,0.17
2020-09-23,54,Stripe,B,L,1,0.29
2020-09-23,55,Stripe,A,R,1,1.13
2020-09-23,56,Stripe,A,L,0,0.24
2020-09-23,57,Stripe,B,L,1,0.24
2020-09-23,58,Stripe,A,R,1,0.22
2020-09-23,59,Stripe,A,L,0,0.12
2020-09-23,60,Stripe,B,L,1,0.17
2020-09-23,61,Stripe,B,L,1,0.19
2020-09-23,62,Stripe,B,L,1,0.13
2020-09-23,63,Stripe,A,R,1,0.12
2020-09-23,64,Stripe,A,R,1,0.21
2020-09-23,65,Stripe,B,L,1,0.16
2020-09-23,66,Stripe,A,L,0,0.35
2020-09-23,67,Stripe,B,L,1,0.13
2020-09-23,68,Stripe,A,L,0,0.27
2020-09-23,69,Stripe,A,R,1,0.17
2020-09-23,70,Stripe,A,R,1,0.15
2020-09-23,71,Stripe,A,L,0,0.23
2020-09-23,72,Stripe,A,L,0,0.46
2020-09-23,73,Stripe,A,L,0,0.23
2020-09-23,74,Stripe,A,R,1,0.25
2020-09-23,75,Stripe,A,L,0,0.39
2020-09-23,76,Stripe,A,L,0,1.67
2020-09-23,77,Stripe,A,L,0,1.48
2020-09-23,78,Stripe,A,L,0,0.39
2020-09-23,79,Stripe,A,L,0,0.21
2020-09-23,80,Stripe,A,L,0,0.24
2020-09-24,1,Stripe,A,R,1,1.16
2020-09-24,2,Stripe,A,R,1,1.18
2020-09-24,3,Stripe,B,L,1,0.19
2020-09-24,4,Stripe,A,R,1,0.19
2020-09-24,5,Stripe,B,L,1,0.3
2020-09-24,6,Stripe,A,R,1,0.19
2020-09-24,7,Stripe,B,L,1,0.81
2020-09-24,8,Stripe,A,R,1,1.61
2020-09-24,9,Stripe,A,L,0,0.44
2020-09-24,10,Stripe,B,L,1,0.26
2020-09-24,11,Stripe,A,L,0,1.79
2020-09-24,12,Stripe,A,L,0,0.73
2020-09-24,13,Stripe,A,L,0,0.24
2020-09-24,14,Stripe,A,R,1,0.19
2020-09-24,15,Stripe,A,L,0,0.15
2020-09-24,16,Stripe,A,L,0,0.16
2020-09-24,17,Stripe,B,L,1,0.12
2020-09-24,18,Stripe,A,L,0,0.14
2020-09-24,19,Stripe,B,L,1,0.24
2020-09-24,20,Stripe,A,R,1,0.5
2020-09-24,21,Stripe,A,R,1,0.33
2020-09-24,22,Stripe,A,R,1,0.25
2020-09-24,23,Stripe,B,R,0,0.15
2020-09-24,24,Stripe,A,R,1,0.55
2020-09-24,25,Stripe,A,R,1,0.14
2020-09-24,26,Stripe,B,L,1,0.18
2020-09-24,27,Stripe,A,R,1,0.14
2020-09-24,28,Stripe,B,L,1,0.15
2020-09-24,29,Stripe,B,L,1,0.16
2020-09-24,30,Stripe,A,R,1,0.55
2020-09-24,31,Stripe,B,R,0,0.31
2020-09-24,32,Stripe,B,R,0,0.15
2020-09-24,33,Stripe,B,L,1,0.16
2020-09-24,34,Stripe,A,R,1,0.35
2020-09-24,35,Stripe,B,R,0,0.12
2020-09-24,36,Stripe,B,L,1,0.13
2020-09-24,37,Stripe,A,R,1,0.13
2020-09-24,38,Stripe,B,L,1,0.11
2020-09-24,39,Stripe,A,R,1,0.14
2020-09-24,40,Stripe,A,R,1,0.13
2020-09-24,41,Stripe,B,L,1,0.25
2020-09-24,42,Stripe,A,R,1,0.13
2020-09-24,43,Stripe,A,R,1,0.31
2020-09-24,44,Stripe,B,R,0,0.13
2020-09-24,45,Stripe,B,R,0,0.17
2020-09-24,46,Stripe,A,R,1,0.12
2020-09-24,47,Stripe,B,L,1,0.14
2020-09-24,48,Stripe,B,L,1,0.15
2020-09-24,49,Stripe,B,L,1,0.24
2020-09-24,50,Stripe,B,L,1,0.19
2020-09-24,51,Stripe,B,L,1,0.98
2020-09-24,52,Stripe,A,R,1,0.2
2020-09-24,53,Stripe,A,R,1,0.2
2020-09-24,54,Stripe,A,L,0,0.2
2020-09-24,55,Stripe,A,R,1,0.13
2020-09-24,56,Stripe,B,L,1,0.21
2020-09-24,57,Stripe,B,R,0,0.39
2020-09-24,58,Stripe,B,L,1,0.15
2020-09-24,59,Stripe,B,L,1,0.14
2020-09-24,60,Stripe,A,R,1,0.71
2020-09-24,61,Stripe,B,L,1,0.41
2020-09-24,62,Stripe,A,R,1,0.13
2020-09-24,63,Stripe,B,L,1,0.16
2020-09-24,64,Stripe,A,R,1,0.13
2020-09-24,65,Stripe,A,R,1,0.14
2020-09-24,66,Stripe,A,L,0,1.38
2020-09-24,67,Stripe,A,R,1,0.13
2020-09-24,68,Stripe,A,R,1,0.13
2020-09-24,69,Stripe,A,L,0,0.21
2020-09-24,70,Stripe,A,R,1,0.52
2020-09-24,71,Stripe,B,L,1,0.2
2020-09-24,72,Stripe,B,L,1,0.89
2020-09-24,73,Stripe,B,L,1,1.36
2020-09-24,74,Stripe,B,R,0,0.12
2020-09-24,75,Stripe,B,R,0,0.16
2020-09-24,76,Stripe,B,L,1,1.23
2020-09-24,77,Stripe,B,L,1,1.14
2020-09-24,78,Stripe,B,R,0,0.16
2020-09-24,79,Stripe,B,L,1,1.03
2020-09-24,80,Stripe,B,L,1,0.29
2020-09-25,1,Stripe,B,L,1,0.12
2020-09-25,2,Stripe,B,L,1,0.29
2020-09-25,3,Stripe,A,R,1,0.47
2020-09-25,4,Stripe,B,R,0,0.28
2020-09-25,5,Stripe,A,L,0,0.13
2020-09-25,6,Stripe,B,L,1,0.14
2020-09-25,7,Stripe,A,R,1,0.14
2020-09-25,8,Stripe,B,L,1,1.04
2020-09-25,9,Stripe,B,L,1,0.92
2020-09-25,10,Stripe,A,R,1,0.16
2020-09-25,11,Stripe,A,R,1,0.14
2020-09-25,12,Stripe,B,L,1,1.14
2020-09-25,13,Stripe,B,L,1,0.76
2020-09-25,14,Stripe,A,L,0,0.17
2020-09-25,15,Stripe,B,L,1,0.14
2020-09-25,16,Stripe,B,R,0,0.18
2020-09-25,17,Stripe,B,L,1,1.1
2020-09-25,18,Stripe,B,L,1,0.82
2020-09-25,19,Stripe,A,R,1,0.21
2020-09-25,20,Stripe,A,R,1,0.14
2020-09-25,21,Stripe,A,L,0,0.61
2020-09-25,22,Stripe,A,R,1,0.26
2020-09-25,23,Stripe,B,L,1,0.14
2020-09-25,24,Stripe,B,L,1,0.17
2020-09-25,25,Stripe,A,R,1,0.13
2020-09-25,26,Stripe,B,L,1,0.13
2020-09-25,27,Stripe,A,L,0,0.15
2020-09-25,28,Stripe,B,L,1,0.15
2020-09-25,29,Stripe,A,R,1,0.15
2020-09-25,30,Stripe,B,L,1,0.14
2020-09-25,31,Stripe,B,L,1,2.46
2020-09-25,32,Stripe,A,L,0,0.24
2020-09-25,33,Stripe,B,L,1,1.18
2020-09-25,34,Stripe,B,L,1,0.19
2020-09-25,35,Stripe,B,L,1,0.13
2020-09-25,36,Stripe,B,L,1,0.16
2020-09-25,37,Stripe,A,R,1,0.12
2020-09-25,38,Stripe,B,L,1,0.16
2020-09-25,39,Stripe,A,R,1,0.16
2020-09-25,40,Stripe,A,R,1,0.15
2020-09-25,41,Stripe,A,L,0,0.31
2020-09-25,42,Stripe,A,R,1,0.13
2020-09-25,43,Stripe,A,R,1,0.16
2020-09-25,44,Stripe,A,R,1,0.12
2020-09-25,45,Stripe,A,R,1,0.16
2020-09-25,46,Stripe,B,L,1,1.02
2020-09-25,47,Stripe,A,L,0,0.17
2020-09-25,48,Stripe,A,R,1,0.16
2020-09-25,49,Stripe,B,R,0,0.19
2020-09-25,50,Stripe,A,R,1,0.15
2020-09-25,51,Stripe,B,L,1,0.16
2020-09-25,52,Stripe,A,R,1,0.14
2020-09-25,53,Stripe,A,R,1,0.14
2020-09-25,54,Stripe,B,L,1,0.19
2020-09-25,55,Stripe,B,L,1,0.16
2020-09-25,56,Stripe,B,L,1,0.16
2020-09-25,57,Stripe,B,L,1,1.04
2020-09-25,58,Stripe,B,L,1,1.12
2020-09-25,59,Stripe,A,R,1,0.14
2020-09-25,60,Stripe,A,R,1,0.15
2020-09-25,61,Stripe,B,L,1,1.02
2020-09-25,62,Stripe,A,R,1,0.13
2020-09-25,63,Stripe,A,R,1,0.14
2020-09-25,64,Stripe,B,L,1,1.09
2020-09-25,65,Stripe,A,L,0,0.28
2020-09-25,66,Stripe,A,R,1,0.14
2020-09-25,67,Stripe,B,L,1,0.29
2020-09-25,68,Stripe,A,R,1,0.17
2020-09-25,69,Stripe,B,L,1,0.21
2020-09-25,70,Stripe,A,R,1,0.13
2020-09-25,71,Stripe,B,L,1,0.64
2020-09-25,72,Stripe,A,R,1,0.13
2020-09-25,73,Stripe,A,R,1,0.13
2020-09-25,74,Stripe,B,L,1,1.02
2020-09-25,75,Stripe,B,L,1,0.91
2020-09-25,76,Stripe,B,L,1,0.32
2020-09-25,77,Stripe,B,L,1,1.82
2020-09-25,78,Stripe,A,R,1,0.21
2020-09-25,79,Stripe,A,R,1,0.12
2020-09-25,80,Stripe,A,R,1,0.14
2020-09-26,1,Stripe,B,R,0,0.13
2020-09-26,2,Stripe,A,L,0,0.28
2020-09-26,3,Stripe,B,R,0,0.17
2020-09-26,4,Stripe,B,L,1,1.24
2020-09-26,5,Stripe,A,R,1,0.16
2020-09-26,6,Stripe,B,L,1,1.5
2020-09-26,7,Stripe,B,L,1,0.16
2020-09-26,8,Stripe,A,R,1,0.19
2020-09-26,9,Stripe,B,L,1,0.79
2020-09-26,10,Stripe,A,L,0,0.28
2020-09-26,11,Stripe,A,R,1,0.12
2020-09-26,12,Stripe,B,R,0,0.17
2020-09-26,13,Stripe,B,L,1,0.14
2020-09-26,14,Stripe,B,R,0,0.21
2020-09-26,15,Stripe,A,R,1,0.13
2020-09-26,16,Stripe,B,L,1,0.72
2020-09-26,17,Stripe,B,L,1,0.25
2020-09-26,18,Stripe,B,L,1,0.27
2020-09-26,19,Stripe,A,R,1,0.24
2020-09-26,20,Stripe,A,R,1,0.13
2020-09-26,21,Stripe,A,R,1,0.13
2020-09-26,22,Stripe,A,R,1,0.34
2020-09-26,23,Stripe,B,L,1,0.91
2020-09-26,24,Stripe,B,L,1,0.16
2020-09-26,25,Stripe,B,L,1,1.14
2020-09-26,26,Stripe,B,L,1,0.19
2020-09-26,27,Stripe,B,L,1,0.23
2020-09-26,28,Stripe,B,L,1,0.55
2020-09-26,29,Stripe,B,L,1,0.19
2020-09-26,30,Stripe,B,L,1,0.31
2020-09-26,31,Stripe,A,R,1,0.11
2020-09-26,32,Stripe,B,L,1,0.55
2020-09-26,33,Stripe,B,L,1,0.18
2020-09-26,34,Stripe,B,L,1,0.72
2020-09-26,35,Stripe,B,R,0,0.3
2020-09-26,36,Stripe,B,L,1,0.7
2020-09-26,37,Stripe,B,L,1,0.19
2020-09-26,38,Stripe,A,L,0,0.25
2020-09-26,39,Stripe,B,L,1,0.2
2020-09-26,40,Stripe,A,R,1,0.15
2020-09-26,41,Stripe,A,R,1,0.13
2020-09-26,42,Stripe,A,R,1,0.14
2020-09-26,43,Stripe,A,R,1,0.11
2020-09-26,44,Stripe,B,L,1,0.19
2020-09-26,45,Stripe,A,R,1,0.13
2020-09-26,46,Stripe,B,L,1,0.17
2020-09-26,47,Stripe,A,R,1,0.44
2020-09-26,48,Stripe,A,R,1,0.14
2020-09-26,49,Stripe,B,L,1,0.57
2020-09-26,50,Stripe,A,L,0,0.27
2020-09-26,51,Stripe,A,R,1,0.13
2020-09-26,52,Stripe,A,R,1,0.14
2020-09-26,53,Stripe,B,R,0,0.13
2020-09-26,54,Stripe,B,L,1,0.27
2020-09-26,55,Stripe,A,R,1,0.19
2020-09-26,56,Stripe,B,L,1,0.14
2020-09-26,57,Stripe,A,R,1,0.13
2020-09-26,58,Stripe,A,R,1,0.2
2020-09-26,59,Stripe,B,L,1,0.17
2020-09-26,60,Stripe,B,L,1,0.15
2020-09-26,61,Stripe,B,L,1,0.15
2020-09-26,62,Stripe,A,R,1,0.13
2020-09-26,63,Stripe,B,L,1,0.14
2020-09-26,64,Stripe,B,L,1,0.25
2020-09-26,65,Stripe,A,R,1,0.18
2020-09-26,66,Stripe,B,L,1,0.16
2020-09-26,67,Stripe,B,L,1,0.23
2020-09-26,68,Stripe,A,R,1,0.13
2020-09-26,69,Stripe,A,R,1,0.16
2020-09-26,70,Stripe,A,R,1,0.15
2020-09-26,71,Stripe,A,R,1,0.14
2020-09-26,72,Stripe,A,R,1,0.13
2020-09-26,73,Stripe,A,L,0,0.24
2020-09-26,74,Stripe,A,L,0,0.17
2020-09-26,75,Stripe,A,R,1,0.14
2020-09-26,76,Stripe,A,R,1,0.13
2020-09-26,77,Stripe,A,L,0,0.14
2020-09-26,78,Stripe,A,R,1,0.13
2020-09-26,79,Stripe,A,R,1,0.71
2020-09-26,80,Stripe,A,R,1,0.14
2020-09-28,1,Stripe,A,R,1,0.14
2020-09-28,2,Stripe,B,R,0,0.14
2020-09-28,3,Stripe,B,R,0,0.14
2020-09-28,4,Stripe,B,R,0,0.18
2020-09-28,5,Stripe,B,L,1,0.82
2020-09-28,6,Stripe,B,R,0,0.48
2020-09-28,7,Stripe,B,R,0,0.33
2020-09-28,8,Stripe,A,R,1,0.13
2020-09-28,9,Stripe,A,R,1,0.13
2020-09-28,10,Stripe,B,R,0,0.79
2020-09-28,11,Stripe,B,L,1,0.87
2020-09-28,12,Stripe,B,R,0,0.48
2020-09-28,13,Stripe,A,R,1,0.14
2020-09-28,14,Stripe,A,R,1,0.27
2020-09-28,15,Stripe,A,R,1,0.17
2020-09-28,16,Stripe,B,R,0,0.15
2020-09-28,17,Stripe,B,L,1,0.15
2020-09-28,18,Stripe,B,R,0,0.19
2020-09-28,19,Stripe,A,R,1,0.13
2020-09-28,20,Stripe,A,R,1,0.14
2020-09-28,21,Stripe,B,L,1,0.22
2020-09-28,22,Stripe,A,R,1,0.15
2020-09-28,23,Stripe,B,R,0,0.15
2020-09-28,24,Stripe,A,R,1,0.14
2020-09-28,25,Stripe,B,L,1,0.96
2020-09-28,26,Stripe,B,L,1,0.14
2020-09-28,27,Stripe,B,L,1,0.13
2020-09-28,28,Stripe,B,L,1,0.15
2020-09-28,29,Stripe,A,R,1,0.14
2020-09-28,30,Stripe,B,L,1,0.26
2020-09-28,31,Stripe,A,R,1,0.13
2020-09-28,32,Stripe,A,R,1,0.12
2020-09-28,33,Stripe,A,R,1,0.85
2020-09-28,34,Stripe,B,L,1,0.15
2020-09-28,35,Stripe,B,L,1,0.2
2020-09-28,36,Stripe,A,R,1,0.13
2020-09-28,37,Stripe,A,R,1,0.22
2020-09-28,38,Stripe,A,R,1,0.13
2020-09-28,39,Stripe,B,L,1,0.37
2020-09-28,40,Stripe,B,L,1,0.18
2020-09-28,41,Stripe,B,L,1,0.14
2020-09-28,42,Stripe,B,L,1,0.5
2020-09-28,43,Stripe,A,R,1,0.14
2020-09-28,44,Stripe,B,R,0,0.13
2020-09-28,45,Stripe,B,L,1,0.11
2020-09-28,46,Stripe,A,R,1,0.15
2020-09-28,47,Stripe,A,R,1,0.15
2020-09-28,48,Stripe,B,L,1,0.13
2020-09-28,49,Stripe,A,R,1,0.23
2020-09-28,50,Stripe,A,R,1,0.13
2020-09-28,51,Stripe,B,L,1,0.41
2020-09-28,52,Stripe,A,R,1,0.16
2020-09-28,53,Stripe,A,R,1,0.36
2020-09-28,54,Stripe,B,L,1,0.27
2020-09-28,55,Stripe,B,L,1,0.19
2020-09-28,56,Stripe,B,L,1,0.2
2020-09-28,57,Stripe,A,L,0,0.82
2020-09-28,58,Stripe,B,L,1,0.15
2020-09-28,59,Stripe,A,R,1,0.14
2020-09-28,60,Stripe,A,R,1,0.13
2020-09-28,61,Stripe,A,R,1,0.13
2020-09-28,62,Stripe,A,R,1,0.13
2020-09-28,63,Stripe,A,R,1,0.14
2020-09-28,64,Stripe,B,L,1,0.39
2020-09-28,65,Stripe,B,L,1,0.26
2020-09-28,66,Stripe,B,L,1,0.25
2020-09-28,67,Stripe,B,L,1,0.19
2020-09-28,68,Stripe,A,R,1,0.65
2020-09-28,69,Stripe,A,R,1,0.32
2020-09-28,70,Stripe,B,L,1,0.21
2020-09-28,71,Stripe,B,R,0,0.57
2020-09-28,72,Stripe,B,L,1,0.14
2020-09-28,73,Stripe,A,R,1,0.47
2020-09-28,74,Stripe,A,R,1,0.12
2020-09-28,75,Stripe,A,R,1,0.12
2020-09-28,76,Stripe,A,R,1,0.16
2020-09-28,77,Stripe,A,R,1,0.12
2020-09-28,78,Stripe,A,R,1,0.13
2020-09-28,79,Stripe,A,R,1,0.13
2020-09-28,80,Stripe,A,R,1,0.14
2020-09-29,1,Stripe,B,L,1,0.15
2020-09-29,2,Stripe,B,R,0,0.39
2020-09-29,3,Stripe,A,R,1,0.57
2020-09-29,4,Stripe,B,R,0,0.42
2020-09-29,5,Stripe,A,R,1,0.47
2020-09-29,6,Stripe,A,R,1,0.2
2020-09-29,7,Stripe,B,R,0,0.62
2020-09-29,8,Stripe,B,L,1,0.18
2020-09-29,9,Stripe,A,R,1,0.13
2020-09-29,10,Stripe,A,R,1,0.16
2020-09-29,11,Stripe,B,L,1,0.25
2020-09-29,12,Stripe,A,R,1,0.14
2020-09-29,13,Stripe,A,R,1,0.14
2020-09-29,14,Stripe,B,L,1,0.32
2020-09-29,15,Stripe,B,L,1,0.16
2020-09-29,16,Stripe,B,L,1,0.15
2020-09-29,17,Stripe,B,L,1,0.18
2020-09-29,18,Stripe,B,R,0,1.12
2020-09-29,19,Stripe,A,R,1,0.16
2020-09-29,20,Stripe,A,R,1,0.12
2020-09-29,21,Stripe,A,R,1,0.12
2020-09-29,22,Stripe,A,R,1,0.12
2020-09-29,23,Stripe,A,R,1,0.13
2020-09-29,24,Stripe,A,R,1,0.15
2020-09-29,25,Stripe,A,R,1,0.11
2020-09-29,26,Stripe,A,R,1,0.13
2020-09-29,27,Stripe,A,R,1,0.14
2020-09-29,28,Stripe,A,R,1,0.16
2020-09-29,29,Stripe,B,R,0,0.25
2020-09-29,30,Stripe,B,L,1,0.23
2020-09-29,31,Stripe,B,L,1,0.17
2020-09-29,32,Stripe,B,L,1,0.22
2020-09-29,33,Stripe,B,L,1,0.15
2020-09-29,34,Stripe,A,R,1,0.11
2020-09-29,35,Stripe,A,R,1,0.9
2020-09-29,36,Stripe,A,R,1,0.13
2020-09-29,37,Stripe,B,L,1,1.34
2020-09-29,38,Stripe,B,R,0,0.68
2020-09-29,39,Stripe,B,L,1,1.26
2020-09-29,40,Stripe,B,L,1,0.2
2020-09-29,41,Stripe,A,R,1,0.15
2020-09-29,42,Stripe,B,L,1,0.19
2020-09-29,43,Stripe,A,R,1,0.18
2020-09-29,44,Stripe,B,L,1,0.28
2020-09-29,45,Stripe,B,L,1,0.19
2020-09-29,46,Stripe,B,L,1,0.23
2020-09-29,47,Stripe,B,L,1,1.1
2020-09-29,48,Stripe,A,R,1,0.14
2020-09-29,49,Stripe,A,R,1,0.18
2020-09-29,50,Stripe,A,R,1,0.13
2020-09-29,51,Stripe,A,L,0,0.44
2020-09-29,52,Stripe,A,R,1,0.14
2020-09-29,53,Stripe,B,L,1,0.19
2020-09-29,54,Stripe,A,R,1,0.3
2020-09-29,55,Stripe,B,L,1,0.17
2020-09-29,56,Stripe,A,R,1,0.14
2020-09-29,57,Stripe,B,L,1,0.29
2020-09-29,58,Stripe,A,R,1,0.13
2020-09-29,59,Stripe,A,R,1,0.12
2020-09-29,60,Stripe,B,L,1,0.23
2020-09-29,61,Stripe,A,R,1,0.14
2020-09-29,62,Stripe,B,L,1,0.64
2020-09-29,63,Stripe,A,R,1,0.14
2020-09-29,64,Stripe,A,R,1,0.11
2020-09-29,65,Stripe,B,L,1,0.67
2020-09-29,66,Stripe,B,L,1,1.1
2020-09-29,67,Stripe,B,L,1,0.17
2020-09-29,68,Stripe,A,R,1,0.12
2020-09-29,69,Stripe,A,R,1,0.13
2020-09-29,70,Stripe,B,L,1,0.19
2020-09-29,71,Stripe,B,L,1,0.59
2020-09-29,72,Stripe,B,R,0,0.25
2020-09-29,73,Stripe,B,L,1,1.39
2020-09-29,74,Stripe,A,R,1,0.27
2020-09-29,75,Stripe,A,R,1,0.12
2020-09-29,76,Stripe,B,R,0,0.14
2020-09-29,77,Stripe,B,R,0,0.24
2020-09-29,78,Stripe,B,L,1,0.15
2020-09-29,79,Stripe,A,R,1,0.12
2020-09-29,80,Stripe,A,R,1,0.13
2020-10-01,1,Stripe,A,N,-99,-99.0
2020-10-01,2,Stripe,A,R,1,0.21
2020-10-01,3,Stripe,A,R,1,1.18
2020-10-01,4,Stripe,A,R,1,0.29
2020-10-01,5,Stripe,A,L,0,0.63
2020-10-01,6,Stripe,B,R,0,0.14
2020-10-01,7,Stripe,B,L,1,0.31
2020-10-01,8,Stripe,A,R,1,0.15
2020-10-01,9,Stripe,A,R,1,0.14
2020-10-01,10,Stripe,A,R,1,0.13
2020-10-01,11,Stripe,A,R,1,0.16
2020-10-01,12,Stripe,B,L,1,0.28
2020-10-01,13,Stripe,B,L,1,0.96
2020-10-01,14,Stripe,A,R,1,0.21
2020-10-01,15,Stripe,A,R,1,1.22
2020-10-01,16,Stripe,A,R,1,0.14
2020-10-01,17,Stripe,B,L,1,1.16
2020-10-01,18,Stripe,A,R,1,0.14
2020-10-01,19,Stripe,B,L,1,0.66
2020-10-01,20,Stripe,A,R,1,0.18
2020-10-01,21,Stripe,A,R,1,0.17
2020-10-01,22,Stripe,A,R,1,0.13
2020-10-01,23,Stripe,B,L,1,1.11
2020-10-01,24,Stripe,B,L,1,2.37
2020-10-01,25,Stripe,B,L,1,1.32
2020-10-01,26,Stripe,B,R,0,0.3
2020-10-01,27,Stripe,A,R,1,0.17
2020-10-01,28,Stripe,B,L,1,0.58
2020-10-01,29,Stripe,A,R,1,2.25
2020-10-01,30,Stripe,A,R,1,0.2
2020-10-01,31,Stripe,A,R,1,0.13
2020-10-01,32,Stripe,A,R,1,0.17
2020-10-01,33,Stripe,A,R,1,0.15
2020-10-01,34,Stripe,B,L,1,0.81
2020-10-01,35,Stripe,A,R,1,0.15
2020-10-01,36,Stripe,A,R,1,0.14
2020-10-01,37,Stripe,B,L,1,0.19
2020-10-01,38,Stripe,A,R,1,0.15
2020-10-01,39,Stripe,B,L,1,0.2
2020-10-01,40,Stripe,A,R,1,0.14
2020-10-01,41,Stripe,B,L,1,0.7
2020-10-01,42,Stripe,B,L,1,0.39
2020-10-01,43,Stripe,A,R,1,0.15
2020-10-01,44,Stripe,A,R,1,0.13
2020-10-01,45,Stripe,B,L,1,0.16
2020-10-01,46,Stripe,A,R,1,1.77
2020-10-01,47,Stripe,A,R,1,0.13
2020-10-01,48,Stripe,B,L,1,0.93
2020-10-01,49,Stripe,B,L,1,1.47
2020-10-01,50,Stripe,A,R,1,0.13
2020-10-01,51,Stripe,B,L,1,0.26
2020-10-01,52,Stripe,B,L,1,0.88
2020-10-01,53,Stripe,B,L,1,0.28
2020-10-01,54,Stripe,B,L,1,0.13
2020-10-01,55,Stripe,B,L,1,0.16
2020-10-01,56,Stripe,B,L,1,1.15
2020-10-01,57,Stripe,A,R,1,0.16
2020-10-01,58,Stripe,A,R,1,0.5
2020-10-01,59,Stripe,A,R,1,0.14
2020-10-01,60,Stripe,A,R,1,0.15
2020-10-01,61,Stripe,B,L,1,0.16
2020-10-01,62,Stripe,B,L,1,0.17
2020-10-01,63,Stripe,A,R,1,0.13
2020-10-01,64,Stripe,B,L,1,0.2
2020-10-01,65,Stripe,A,R,1,0.19
